id,image_url,query,answers
train_243,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_243.jpg,What is the heading of the document?,['Response Document']
train_244,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_244.jpg,What are the renal effects mentioned?,"['urine electrolytes, osmolality, pH', '(urine electrolytes, osmolality, pH)']"
train_245,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_245.jpg,who were treated to a sweetened chocolate drink by aztec emporer montezuma?,"['spanish conquerors', 'the Spanish conquerors']"
train_246,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_246.jpg,When it executed?,['28th day of August 2013']
train_247,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_247.jpg,Where was the translation executed at?,"['In aliso Viejo, california', 'Aliso Viejo, California']"
train_248,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_248.jpg,From whom has this email been sent?,['Kanayama Kiyoshi']
train_249,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_249.jpg,Who are on the CC list?,"['Shephard, Kirk (TPI); Fuse, Touichirou (TPC)']"
train_250,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_250.jpg,What is the email ID of Kanayama Kiyoshi?,['Kanayama_Kiyoshi@takeda.co.jp']
train_251,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_251.jpg,What is the subject of this email?,['Re: Potential Publicaton in Correspondence Section of The Lancet']
train_252,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_252.jpg,"What is the level of importance of the email send by Witte, Kimberly?",['High']
train_253,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_253.jpg,What is the EXHIBIT number mentioned?,['9']
train_254,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_254.jpg,What is the exhibit no given in the document?,['9']
train_255,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_255.jpg,Who is this Memo to?,"['distribution', 'Distribution']"
train_256,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_256.jpg,who are in the cc?,"['johnston,Kendra; precurato-grubb, marti']"
train_257,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_257.jpg,Who is the 23rd Addressee mentioned in the list?,"['Senior Vice President, Accounting Center']"
train_258,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_258.jpg,Heading of the document?,"['Draft Agenda', 'Draft Agenda?']"
train_259,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_259.jpg,What are the timings for Continental Breakfast?,['8:00-9:00']
train_260,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_260.jpg,"what is the ""subject"" of this letter?","[""article in today's USA Today regarding Avandia hearing""]"
train_261,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_261.jpg,when was this letter sent?,"['7/31/2007 11:48:09 AM', '7/31/2007 11:48:09 am']"
train_262,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_262.jpg,who is the premier sales representative ?,"['gigi m. chen, MBA', 'gigi m.chen']"
train_263,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_263.jpg,what is the title of this page?,"['Executive Summary, cont.', 'executive summary, cont.']"
train_264,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_264.jpg,Heading of the document?,"['response document', 'Response Document']"
train_265,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_265.jpg,"what is the first point under the title-executive summary, cont.","['Proposed experiments', 'proposed experiments']"
train_266,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_266.jpg,What is the full form of FDA?,['Food and Drug Administration']
train_267,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_267.jpg,What is the date mentioned?,"['January 3, 2003']"
train_268,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_268.jpg,who is writing this letter?,"['Marlene Dubas', 'marlene dubas']"
train_269,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_269.jpg,who is in the cc?,"['Tom Muldoon', 'tom muldoon']"
train_270,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_270.jpg,Who is the sender of this fax?,['Jena Weber']
train_271,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_271.jpg,What is the total no of pages in the fax including cover?,['1']
train_272,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_272.jpg,Which all  compaies are added as defendants in a lawsuit?,"['Takeda Pharmaceuticals North America, Inc. and Takeda Pharmaceuticals America, Inc.']"
train_273,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_273.jpg,what is 'RE' in the letter?,"['Preservation of Documents and Electronic Data relating to Actos', 'preservation of documents and electronic data relating to actos']"
train_274,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_274.jpg,Heading of the first paragraph?,['SIXTH OBJECTION']
train_275,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_275.jpg,Name of the judge?,['Patrick Hanna']
train_276,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_276.jpg,What is the page no mentioned in this document?,['3']
train_277,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_277.jpg,When was the hearing before Judge?,"['July 25, 2013']"
train_278,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_278.jpg,What is the date mentioned?,"['January 14, 1999']"
train_279,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_279.jpg,What is the name of the company mentioned in the letterhead?,['DEPARTMENT OF HEALTH & HUMAN SERVICES']
train_280,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_280.jpg,What is the company name ?,['ELI LILLY AND COMPANY']
train_281,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_281.jpg,What is the fullform of NDA?,"['new drug application', 'New drug application.']"
train_282,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_282.jpg,What is the date mentioned?,"['August 16, 1999']"
train_283,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_283.jpg,What is the name of the addressee?,"['Ms. Pritza', 'Mary Jo Pritza, MPH, PharmD']"
train_284,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_284.jpg,To whom is this letter addressed?,"['Alan D. Mackenzie', 'Alan']"
train_285,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_285.jpg,What is the full form of TPA?,"['Takeda Pharmaceuticals America, Inc.', 'Takeda Pharmaceuticals America Inc.', 'Takeda Pharmaceuticals America']"
train_286,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_286.jpg,What kind of a letter is  this ?,['DISCIPLINE REVIEW LETTER']
train_287,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_287.jpg,Which two companies have agreed to amend the Co-Promotion Agreement?,"['Takeda Pharmaceuticals America, Inc. (""TPA"") and Eli Lilly and Company (""Lilly"")']"
train_288,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_288.jpg,What is the name of the company?,['THE UPJOHN COMPANY']
train_289,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_289.jpg,What is the date mentioned?,"['September 21, 1993']"
train_290,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_290.jpg,To whom is this letter addressed?,"['Tai Matsuzawa, Ph.D.', 'Doctor Matsuzawa', 'Tai Matsuzawa, Ph.D', 'Matsuzawa']"
train_291,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_291.jpg,As a consequence of the decision Upjohn must decline participation with which company?,['Takeda']
train_292,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_292.jpg,A 79-year-old female was enrolled in the study for how many days?,['200 days']
train_293,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_293.jpg,The patient had a history of bladder cancer since when?,"['1996', 'since 1996']"
train_294,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_294.jpg,"Who is the general manager of International development Dept. of Takeda Chemical Industires, Ltd.?","['K. Kitazawa, Ph. D.']"
train_295,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_295.jpg,Who is the writer of the document?,['Janet L. Haskins']
train_296,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_296.jpg,The woman had a positive history of what?,['tobacco use']
train_297,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_297.jpg,what is the name of the industry ?,"['TAKEDA CHEMICAL INDUSTRIES, LTD.', 'TAKEDA CHEMICAL INDUSTRIES , LTD .']"
train_298,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_298.jpg,How many pages are there in total?,"['2', 'Page 2 of 2']"
train_299,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_299.jpg,"what is the month and date mentioned in this letter, at the top ?","['October 25', 'october 25']"
train_300,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_300.jpg,By whom is this document written?,['Stacey Dixon Calahan']
train_301,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_301.jpg,What is the date mentioned?,"['January 21, 1999']"
train_302,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_302.jpg,To whom is this document addressed?,"['Mr. Larry Ellingson', 'Mr. Ellingson']"
train_303,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_303.jpg,to which department it belongs to ?,"['DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'department of health and human services.']"
train_304,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_304.jpg,By whom is this document written?,['Kunio Iwatani']
train_305,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_305.jpg,what is the date of submission?,['11/18/2002']
train_306,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_306.jpg,what is the telephone number (include area code)?,['847-383-3739']
train_307,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_307.jpg,what is the expiration date ?,"['November 30, 2002', 'november 30, 2002']"
train_308,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_308.jpg,what is  the name of the sponsor ?,"['Takeda Pharmaceuticals North America, Inc.', 'Takeda Pharmaceuticals North america , Inc.']"
train_309,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_309.jpg,what has to be investigated before starting pioglitazone therapy?,['any macroscopic haematuria']
train_310,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_310.jpg,what has been experienced commonly in patients taking actos in combination with insulin?,"['Heart failure', 'heart failure']"
train_311,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_311.jpg,Which foundation is mentioned in this document?,"['Cleveland Clinic Foundation', 'The Cleveland Clinic Foundation']"
train_312,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_312.jpg,"Under which department , The Cleveland Clinic Foundation operates?","['Department of Cardiovascular Medicine', 'Department of Cardiovascular Medicine.']"
train_313,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_313.jpg,What is written in big bold letters at the bottom?,['DALY 19']
train_314,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_314.jpg,Which medicine is used to treat type 2 diabetes mellitus?,['Actos/Competact']
train_315,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_315.jpg,How many cases of bladder cancer from 12506 patients were reported?,['19 cases']
train_316,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_316.jpg,What is the PO Box number?,['931535']
train_317,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_317.jpg,what is the IND mumber (if previously assigned ) ?,"['33,729']"
train_318,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_318.jpg,what is the date of submission ?,['11/1/02']
train_319,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_319.jpg,"what is the Name(s) of drug (include all available names: Trade , Generic, Chemical, Code)?","['ACTOS (pioglitazone HCI)', 'ACTOS  (Pioglitazone HCI)']"
train_320,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_320.jpg,What is the Tax ID mentioned in this document?,['34-0714585']
train_321,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_321.jpg,what is the form approved : OMB No,"['0910-0014', '0910-0014.']"
train_322,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_322.jpg,What is the word written in bold on the top of the document?,['Takeda']
train_323,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_323.jpg,What is the date mentioned?,['19th January 2012']
train_324,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_324.jpg,what is the name of pharmaceuticals ?,"['Takeda Pharmaceuticals North America, Inc.', 'TAkeda pharmaceuticals North America ,INc.']"
train_325,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_325.jpg,to whom this letter is written ?,"['Janet L. Haskins', 'janet L. haskins', 'Ms. Haskins']"
train_326,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_326.jpg,When did Regulatory affairs department receive this letter?,['JUN 16 2003']
train_327,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_327.jpg,To whom was this letter written?,['Healthcare Professional']
train_328,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_328.jpg,What is the fifth point?,"['WAC and AWP generally;', 'WAC AND AWP generally;']"
train_329,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_329.jpg,Education grants regarding which products?,"['TPNA', 'TPNA products']"
train_330,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_330.jpg,What is the date this document was last printed?,"['11/30/2012', '11/30/2012 4:28:00 AM']"
train_331,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_331.jpg,To whom a copy of cover letter has to be sent ?,['Ms. Jens Weber']
train_332,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_332.jpg,Which reimbursement for TPNA pharmaceutical products is generally given?,['Medicare and Medicaid']
train_333,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_333.jpg,"What is the designation of Alfonso T. Perez, M.D.?","['Vice President, Clinical Research']"
train_334,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_334.jpg,By whom was this agreement Agreed and Accepted?,"['Richard A. Rudick, M.D.', 'Richard A. Rudick, M.D. Chairman, Division of Clinical Research', 'Richard A. Rudick']"
train_335,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_335.jpg,What is the full form of FAR?,['Federal Acquisitions Regulation']
train_336,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_336.jpg,What is the number written above TAK-INDNDA-01577086?,['425']
train_337,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_337.jpg,"What is the contact number of Ms. Jena Weber, Regulatory Project Manager?",['301-827-6422']
train_338,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_338.jpg,What is the full form of ODE?,['Office of Drug Evaluation']
train_339,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_339.jpg,What is written above Page 2 on the top?,"['IND 33, 729']"
train_340,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_340.jpg,what is the unit mentioned in the letter ?,['7200']
train_341,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_341.jpg,Name of the first person in the To list?,"['PJ Daniels', 'pj Daniels']"
train_342,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_342.jpg,from whose desk this letter is  written ?,"['Timothy J. Gumbleton', 'timothy J Gumbleton']"
train_343,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_343.jpg,Whose letter's copy is attached?,"['DR. Mitchell', 'Dr. Mitchell']"
train_344,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_344.jpg,what is the date mentioned ?,"['February 6, 1996', 'february 6 , 1996']"
train_345,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_345.jpg,to whom this letter is written  ?,"['Dr. K. KItazawa', 'Dr . k. Kitazawa']"
train_346,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_346.jpg,this letter is written by whom ?,"['T. Suzuki', 'Tsuyoshi Suzuki , M S .']"
train_347,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_347.jpg,Which laboratory is T. Suzuki associated with ?,"['Drug Safety Research Laboratories', 'drug safety research laboratories .']"
train_348,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_348.jpg,what is the date mentioned in  the letter,"['August 8, 2002', 'august 8 , 2002']"
train_349,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_349.jpg,What is the name of the industry given here?,"['Takeda chemical industries, LTD .', 'TAKEDA CHEMICAL INDUSTRIES, LTD.']"
train_350,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_350.jpg,to whom this letter is written ?,"['Dr. Claire Thom', 'Dr. Thom']"
train_351,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_351.jpg,what is the name mentioned in CC,"['Mr. S. Hamanaka', 'Mr . S . Hamanaka']"
train_352,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_352.jpg,Who sent this letter?,"['Katsuhisa Saito', 'katsuhisa saito']"
train_353,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_353.jpg,what is Ref: code  mentioned ?,['TPNA-TS-020808']
train_354,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_354.jpg,What is the venue mentioned in the document?,"['TPNA, Chicago']"
train_355,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_355.jpg,What is the date mentioned in the document?,"['Monday, 12 and Tuesday, 13 August 2002']"
train_356,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_356.jpg,what is the fax number  mentioned in the letter at the top?,['06 6204 2244']
train_357,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_357.jpg,what is the date and time mentioned ?,['10/27/93 09:36:07']
train_358,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_358.jpg,what is mentioned in the subject ?,"['Pioglitazone statement', 'pioglitazone statement']"
train_359,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_359.jpg,To whom this email was send?,"['PETER J. DANIELS', 'PJ DANIEL--PW17PO PETER J. DANIELS']"
train_360,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_360.jpg,what is the date mentioned in the forwarding note ?,"['10/26/93', '10/26/93 15:44']"
train_361,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_361.jpg,what is the time mentioned in the forwarding note ?,['15:44']
train_362,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_362.jpg,To whom this email was forwaded?,"['RUPPEL, PATRICIA', 'PLRUPPEL--RCC1 RUPPEL, PATRICIA']"
train_363,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_363.jpg,what is the name of the company,['THE UPJOHN COMPANY']
train_364,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_364.jpg,what is the date and year mentioned ?,"['September 21, 1993', 'september 21 , 1993']"
train_365,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_365.jpg,Which company is mentioned in the letterhead?,['THE UPJOHN COMPANY']
train_366,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_366.jpg,in which country the upjohn company is located ?,"['U.S.A', 'USA']"
train_367,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_367.jpg,what is the fax mentioned ?,['06 6204 2244']
train_368,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_368.jpg,what is year date and time mentioned?,['2002 08/08 21:49']
train_369,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_369.jpg,what is the name of the division ?,"['TAKEDA DEVELOP DIVISION', 'Takeda Develop division']"
train_370,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_370.jpg,"to whom they can ask directly to disclose the details of ""promotion study""?",['FDA']
train_371,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_371.jpg,what is the date mentioned in the  letter,"['8 January 2003', '8 january 2003']"
train_372,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_372.jpg,To whom this letter is addressed?,['MPDRAP I Leader']
train_373,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_373.jpg,what is mentioned in the CC?,"['CEOs and General Managers of Pharmaceutical Units', 'CEOs and general managers of pharmaceutical units']"
train_374,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_374.jpg,combination therapy in the us market accounts for how much % of total actos sales .,"['64', '64%']"
train_375,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_375.jpg,What is the due date to evaluate data from actos 507?,['August 5']
train_376,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_376.jpg,who is the lead responsibility for developing additional monitoring plan for actos 508,"['Amy Hagaman', 'Amy hagaman']"
train_377,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_377.jpg,"what is the due date for ""draft  justification for actos 508"" ?","['August 12', 'august 12']"
train_378,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_378.jpg,when was this  last updated ?,"['August 1, 2002', 'august 1, 2002']"
